,Scores,Episode length
0,-146.19585873417844,65
1,-124.24072395845415,88
2,-344.12219881776036,65
3,-266.44422738653407,59
4,-249.39017378407286,53
5,-340.74907137778735,61
6,-457.87536902955253,71
7,-236.58567835071827,53
8,-367.2535704226299,79
9,-386.8113162182715,68
10,-222.6798129932419,53
11,-366.67486459173375,65
12,-490.23805867101134,75
13,-401.40104143005135,68
14,-100.0,81
15,-100.0,81
16,-129.9515983083358,61
17,-105.04882237379778,70
18,-74.26200505474137,52
19,-130.55174354431472,79
20,-144.91319367405924,96
21,-107.0697661033297,72
22,-207.96550995772066,89
23,-94.76894366354014,51
24,-61.92384323294084,58
25,15.075454976523389,75
26,-124.19982479434276,77
27,-126.15170790240069,91
28,-100.40945025538252,52
29,-86.8316257538722,65
30,-116.53699904376901,80
31,-88.60299267219688,53
32,-126.33757207985002,75
33,-112.11949615819088,90
34,-101.20709876973612,57
35,-75.8063836186426,70
36,-113.39357605437749,69
37,-86.19620476144016,63
38,-110.63241787517705,65
39,-94.07738667381798,67
40,-66.4398018220235,64
41,-105.61592813371641,64
42,-87.1108484399794,62
43,-101.7002001675234,53
44,-94.09223587283964,63
45,-117.27394796086566,66
46,-62.29923108986529,62
47,-68.37548681068725,61
48,-87.0431591523097,63
49,-199.42144662902467,101
50,-87.40364323109091,51
51,-81.19959344433872,80
52,-2.989477942902795,61
53,-96.25486351696853,84
54,-83.58144025660147,65
55,-133.7541801531612,68
56,-63.699342979836416,62
57,-111.70922291606047,63
58,60.294688073132505,90
59,-104.48092982694786,77
60,-103.9877488019194,67
61,-75.82850520477592,54
62,-133.9094211773886,80
63,-78.03792497051217,89
64,-107.11179474849433,54
65,-86.17754077036875,86
66,-79.477896304741,84
67,-114.98888471660592,72
68,-90.16140521228274,56
69,-107.05126979993756,58
70,-118.14235065339113,80
71,-76.46589734346864,77
72,-108.0591409629601,88
73,-70.22454640874577,73
74,63.559879510431784,63
75,-65.0660993029393,55
76,-78.15361920186317,59
77,-98.26180754588097,62
78,-75.87266679081702,69
79,-110.783458877194,66
80,-87.75482522356543,74
81,-86.79328712742867,78
82,-106.70516016502583,56
83,-73.62309554353487,53
84,-135.97903900512608,79
85,-112.74597463035576,90
86,-105.47338558669352,88
87,-73.47137099225714,71
88,-90.70944384632452,57
89,-87.92219461137509,52
90,-84.66874546184255,54
91,-88.83785843497273,67
92,-100.0,81
93,-151.02845384497283,77
94,-94.93860002018059,83
95,-83.3882516452189,82
96,-72.9096397770812,67
97,-270.7515808762755,107
98,-128.90856387526225,74
99,21.22018896747241,55
100,-123.34417417886084,57
101,-111.24484718950629,88
102,-92.9549855773455,82
103,-64.03323115340456,127
