,Scores,Loss,Episode length
0,-604.7927193371902,733.7686614990234,80
1,-399.51591532679294,9250.179061889648,79
2,-832.1956778266415,15900.14712524414,150
3,-550.4570646044704,5607.7902908325195,60
4,-425.6076624097787,11181.297973632812,70
5,-552.8767397234863,9107.685779571533,71
6,-230.40693526336187,10778.610382080078,87
7,-268.80677538307026,6015.271434783936,55
8,-301.62382288362096,13477.740463256836,91
9,-254.96150630113868,5548.927438735962,67
10,-323.6840113719172,9476.755254745483,67
11,-208.54058419793506,11713.482774734497,67
12,-268.8794908616793,9851.05337715149,60
13,-521.8208688821368,10485.819009780884,66
14,-495.64789253041454,5366.130640029907,61
15,-431.57123627906117,9822.2421875,56
16,-98.94838304001439,11632.072761535645,64
17,-89.68438832192793,5881.993259429932,86
18,-286.3571451831049,12872.030235290527,98
19,-237.51353884273692,9687.28335571289,68
20,-555.3399954030342,9958.146881103516,80
21,-554.6699814179378,9350.768287658691,87
22,-463.7746697530477,13374.07703781128,86
23,-445.3432119272908,6360.12109375,53
24,-441.3382152708799,7424.154544830322,54
25,-215.13285167726966,8172.4569664001465,56
26,-145.64098597979938,11116.201137542725,57
27,-231.68788493292448,11740.990350723267,70
28,-258.0252829694784,6023.3745765686035,61
29,-178.60071282120347,13334.769788742065,85
30,-300.10191830083716,12611.225296020508,81
31,-292.9622009685562,8440.329368591309,83
32,-219.73203141967886,5108.965402603149,57
33,-23.694249940261912,9851.420747756958,89
34,-139.33555353409105,11528.934185028076,89
35,-160.4770561754571,6036.411020278931,78
36,-141.23073570594386,5484.161256790161,62
37,-189.91595905846822,12995.103928565979,73
38,-151.34383257494258,10058.664317131042,67
39,-287.8814012573441,9877.558725357056,68
40,-302.68220092306865,9902.813793182373,90
41,-493.47077741112014,10222.049699783325,90
42,-465.12229784375404,8320.179770469666,62
43,-283.2550266791229,12726.720690727234,78
44,-229.15203832036858,8170.033447265625,54
45,-269.1945410494742,4189.658422470093,52
46,-314.8238102033947,10074.479719161987,66
47,-210.01884586536454,15548.083801269531,82
48,-232.10415763753005,9754.396913528442,82
49,-198.78616901096416,6696.95818901062,68
50,-2.558601859816889,7685.490854740143,61
