,Scores,Loss,Episode length
0,-174.23633400092783,68.38367772102356,106
1,-47.80931377534688,7286.637028455734,106
2,-184.96001167298544,10778.085741996765,106
3,-193.2046909224587,8072.732650279999,76
4,-183.00832229153048,14247.742341518402,112
5,-222.54681388518168,8947.855650901794,93
6,-176.7378840753804,9735.055692195892,98
7,-32.35954802916625,7498.965301036835,88
8,-148.02534683204266,14794.05288386345,97
9,-194.60166764511823,16427.99576973915,127
10,-119.47907436618746,10663.155038833618,104
11,-208.49367188371167,10958.007740020752,105
12,-134.03939079862147,8054.384994506836,82
13,-217.16003136468763,6904.451941490173,72
14,-12.968788413765168,13521.205526351929,131
15,-326.0402414626991,11977.269758224487,123
16,-150.4622968254149,9376.363327980042,67
17,-194.5248080013667,10094.652715682983,92
18,-121.73374370711755,10767.935012817383,76
19,-104.30373656467935,8355.478820800781,74
20,-116.15670654811055,10326.1104221344,64
21,-286.9938639063623,17258.41914844513,92
22,-107.30855873287506,13234.242937088013,108
23,-102.93458313739008,9226.933608055115,74
24,-301.77286448368807,20638.96293926239,107
25,-170.29692652296006,9099.023244380951,126
26,-245.4841703429361,7645.46830034256,105
27,-48.37224506273368,7599.549054145813,73
28,-73.34480773478879,7146.98633980751,66
29,-332.8101695866742,11315.99250626564,99
30,-140.22749915427025,14028.822377204895,88
31,-91.97072506796091,8840.26143360138,70
32,-112.58974839386771,8354.313267707825,79
33,-106.25337035916914,3660.1922636032104,63
34,-83.58072175267026,9199.802995204926,117
35,-267.43778743845326,13723.076620578766,132
36,-99.8665416128667,5509.21814250946,77
37,-365.505994026371,5336.883238792419,65
38,-204.1086544072025,11200.960558891296,98
39,-39.99681726994754,17976.699585437775,133
40,-439.50359072825034,6247.952079772949,93
41,-149.2508198003621,9018.936924934387,105
42,-270.1631714496698,7742.961792945862,78
43,-130.70360679948442,10834.728306770325,116
44,-350.6476355800372,10334.561171531677,93
45,8.366328552898224,14474.511182785034,135
46,-55.39080504609166,15502.465373277664,125
47,-125.1821290879262,6677.372951745987,86
48,-197.8094744133754,12543.871478557587,81
49,-166.83462452407457,4676.616256713867,62
50,-134.73181197160832,7508.982253074646,71
51,-446.6398702528037,14588.306953430176,114
52,-359.0415643322795,11285.276321411133,102
53,-8.896438080483208,7580.728136062622,73
54,-72.73118646677935,13226.874806880951,83
55,-196.33318626253845,8272.516820430756,67
56,-130.1132136556247,11663.464720726013,116
57,-144.47215841730326,15413.800119400024,104
58,-327.1236230936214,12813.557851791382,89
59,-121.27903533348058,11862.064443588257,97
60,-105.27857162835582,13350.697931289673,135
61,-220.43363354752202,12074.354865074158,79
62,-73.97815038806755,10286.519728660583,85
63,-284.0433572703969,14954.867016553879,100
64,-240.45635757919536,8355.60752749443,96
65,-294.31610247095773,17023.083660125732,119
66,-218.97818308252414,24505.206226348877,169
67,4.488364192638798,20161.5269613266,167
68,-214.81975676534643,13746.548415184021,108
69,-51.63688019816436,7075.482462882996,78
70,-92.00525602020856,17215.445086479187,124
71,-115.91579393776378,12625.24116230011,126
72,-38.70038395187379,10816.554164886475,104
73,-141.27075404153075,11194.897892951965,99
74,-163.35076929187528,12793.926924705505,112
75,-277.8466021638398,10780.76291179657,111
76,-10.17461555637587,11837.460068702698,117
77,-94.82703760061332,10252.731916427612,68
78,-95.31905714665035,7295.549087524414,63
79,-159.91435971667266,9131.597911834717,82
80,-130.19149502086913,13619.934859275818,142
81,-250.34895357001545,7936.224618911743,84
82,-57.429946240265835,8644.467841148376,79
83,-303.59269016067486,8286.482982635498,98
84,-295.9014083422942,19286.244049072266,138
85,33.08553901303577,10257.308222770691,89
86,-359.2861175497986,16189.634547233582,105
87,-248.71056943037578,13530.264751434326,99
88,-243.93873773314544,14401.287583351135,122
89,-122.67628538139428,9632.290434837341,95
90,-158.01403023903032,8157.153005599976,77
91,-119.56516334350212,6323.44668674469,92
92,-349.93959279620157,12549.067623138428,110
93,-290.67080782349336,16120.52186203003,100
94,-301.9108142940878,10863.78735256195,93
95,-138.45581657965624,8066.326168298721,80
96,-50.83375231051558,10233.793636083603,116
97,-196.22285572449732,12354.826954841614,121
98,-284.7453368438222,9890.415762901306,127
99,-66.11746164866899,10108.374948501587,62
100,-160.21386068737652,8132.8284339904785,80
101,-460.60348380317544,13859.945004940033,96
102,-229.22944002368735,8229.585387706757,72
103,-199.05727808465832,10273.958745002747,102
104,-209.50460410283807,9391.226877689362,80
105,-175.2945967874265,8054.930714130402,107
106,-158.49048716760143,18600.270777225494,139
107,-118.05581090995676,6262.282057285309,82
108,-296.92658299377354,7350.694014549255,118
109,-281.7818250297214,13894.725368499756,163
110,-338.1645715521317,14442.43699169159,125
111,-131.33318773431373,11513.700065612793,127
112,-131.9326327208276,9889.994525909424,89
113,-97.15145410885451,8559.272178649902,75
114,-319.5943166804966,9012.39241695404,78
115,-239.99130848874324,10701.332572460175,97
116,-7.929548479182273,10939.989487171173,73
117,-185.7327136200891,11916.28273487091,85
118,-78.21620582075148,7196.4500069618225,94
119,-180.42137522028185,8825.696585655212,110
120,-206.24537326793666,11467.979435443878,114
121,-154.67071837375966,16296.879218101501,109
122,-114.16646821589761,12929.56095123291,95
123,-329.3552887437986,10498.476333618164,130
124,-418.12096889358304,11035.30841255188,113
125,-258.5828715933037,8643.117215633392,103
126,-355.9344199268695,11036.20702791214,102
127,-140.5305147988019,8830.318225860596,107
128,-241.5860792599213,10164.310240745544,79
129,-333.9177895499605,6802.412239074707,91
130,-168.88454578267198,9437.049360275269,72
131,-98.10937074896977,9781.934456825256,72
132,-106.95759470720421,3303.1634492874146,80
133,-54.57020763664613,9474.778933525085,69
134,-83.1285301563828,9342.208933830261,127
135,-42.01734809500883,11696.452638626099,99
136,-149.50867909557923,13346.654552459717,121
137,-188.10900281989234,11549.97492980957,124
138,-140.02223292664058,7611.480473518372,68
139,-122.87953562068546,9092.176478385925,93
140,-229.32813922068456,7910.441740989685,78
141,-197.03547151739764,11972.828053474426,110
142,-61.538656491848634,4083.8590002059937,68
143,-400.94953797318175,9041.79415512085,98
144,-383.127994656489,6314.6880893707275,99
145,-169.1409203203711,13002.702218055725,119
146,-99.18759654470918,4892.072023391724,95
147,-324.387750430642,8879.650146484375,94
148,-154.1647617644906,7156.332886695862,118
149,-267.2917646151102,6509.270112037659,104
150,-305.0271401968089,12611.95341682434,134
151,-211.95808350917355,7138.242135047913,73
152,-265.69018021978974,8117.843702316284,97
153,-94.59021190327364,8584.901336669922,120
154,-65.18063959083362,5730.9487953186035,80
155,-110.0719716412484,9043.289608001709,101
156,-78.60673185212973,3977.1979207992554,77
157,-126.28933923312351,9161.651237487793,92
158,-213.55177759616367,11225.226773262024,98
159,-332.5620875464235,8808.442395687103,107
160,-203.14198153560753,6318.481457233429,61
161,-319.88927835711877,8465.916052818298,129
162,-154.8199369265762,8159.664999008179,121
163,-104.28834267177295,8945.297806739807,106
164,-143.31056325923132,9127.879924416542,107
165,-255.0210180656757,9049.896340250969,140
166,-47.344985167958924,6367.586894035339,86
167,-109.71787531561367,9243.2196559906,98
168,-293.11244036496873,8277.853358268738,89
169,-84.47114284573415,4111.594836235046,70
170,-320.37331100613153,4427.296230792999,89
171,-4.958927772660402,14960.352062702179,139
172,-228.71011130078983,13591.471249580383,115
173,-133.2317278382546,7660.610632896423,97
174,-105.004537357321,7694.620316505432,103
175,-217.98496962147485,8253.5291929245,130
176,-213.385666289506,9149.977831363678,114
177,-116.8346098009656,11736.898763179779,116
178,-201.99291172724816,11633.677604675293,121
179,-105.71653211401782,5582.555455207825,82
180,-84.20153596545403,5317.009149551392,67
181,-68.03027622198239,6197.786652565002,62
182,-121.32373605278643,8343.626868247986,113
183,-181.58718333362523,11627.339066505432,119
184,-306.1510667547801,6543.690994262695,98
185,-154.64698421869483,9342.409314155579,120
186,-67.89416732457244,8498.907939910889,78
187,-364.3688913698963,8487.5991897583,148
188,-238.66973685046372,8161.520618438721,95
189,-112.34597549276266,10919.206108093262,108
190,-142.5157153741123,5844.717290878296,76
191,-220.27563135825767,7525.66504573822,131
192,-75.75717661552493,5561.951096534729,96
193,-101.55541186497862,6287.061923980713,92
194,-67.76982385073495,4916.130136489868,63
195,-18.777690457032023,9582.690597057343,127
196,-131.12849376469882,9276.062560081482,96
197,-254.74713431683116,8939.821457862854,104
198,-86.22774065117278,9703.688220024109,115
199,-362.9472758802797,5741.8356590271,75
200,-343.65988726129433,8857.16409778595,98
201,-126.63152766635363,8879.538815498352,112
202,-119.18053977846492,6974.080142021179,92
203,38.943768211029465,3437.2261714935303,61
204,-130.23264789640245,6832.800356864929,96
205,-119.91250410955783,4942.588331222534,64
206,-121.26778824571412,8993.477670669556,99
207,-197.88019120964225,7177.5203466415405,87
208,-203.84099769705142,13062.599630355835,135
209,-175.62010144856268,6115.745628356934,109
210,-176.55609304806927,10155.11859703064,131
211,-100.53479623860876,6408.696319580078,103
212,-93.11994446288026,6709.276411056519,83
213,-52.08062104625087,6674.071084976196,78
214,-98.8137662688756,3732.4591765403748,92
215,-131.49710266393942,8595.906903743744,101
216,-184.66058694719788,8775.632029533386,104
217,-89.03803248774139,8602.35050868988,99
218,-364.6278650160075,7816.007737159729,115
219,-177.6536671354698,9621.752317428589,120
220,-206.41319153986774,5750.255321502686,110
221,-145.65946252405016,8084.615259170532,94
222,-155.22650985989696,11425.024292945862,131
223,-124.23794395812028,4584.813129425049,80
224,-113.88079944423257,9912.327857017517,165
225,-115.29947795892747,16360.691094875336,192
226,-129.69316591927353,1766.0028080940247,63
227,-319.44151661276,7540.432431221008,129
228,-114.19369379313703,4291.679468154907,70
229,-296.24657016881866,5998.125123023987,106
230,-184.5251920343815,6433.861982345581,84
231,-180.2092550642214,4069.927610397339,86
232,-169.18297937599772,5191.288146972656,106
233,-120.95750771520687,5030.006105422974,110
234,-66.86102767912772,3736.2368502616882,77
235,-261.21684251137935,5414.705379486084,124
236,-131.60598015602903,5416.1423416137695,72
237,-78.33595017998874,4891.493718624115,91
238,-102.56024162736075,4813.856052398682,73
239,-184.9446587727885,6412.559072494507,87
240,-131.86851171523384,9119.16092300415,108
241,-84.98524008298841,9432.960624694824,148
242,-42.22138192121115,5839.411526679993,106
243,-105.2802792154058,5284.5499658584595,93
244,-80.51660511684169,4573.01469039917,74
245,-279.2007020681318,10118.23251247406,98
246,-130.40423353871276,8688.02684879303,129
247,-414.9014363595405,4539.333435058594,120
248,-39.49717062452435,4719.382697582245,79
