,Scores,Loss,Episode length
0,-187.84198120974602,41.63266849517822,87
1,-423.0565194278557,9705.710775852203,109
2,-150.2164913904843,7707.0023102760315,99
3,-89.3542254961041,6810.463308334351,71
4,-418.8802778197429,11861.790709495544,120
5,-205.0593835402015,8215.28747177124,80
6,-217.31766619193723,13702.334049224854,66
7,-135.61300061934426,10963.753004074097,90
8,-229.22839899706747,9138.1298122406,69
9,-213.05748997588807,12970.293350219727,88
10,-121.04317458776693,13955.767848968506,80
11,-215.86508263096715,8872.919982910156,78
12,-148.22937717929045,13047.726219177246,114
13,-378.7295761607671,11150.14260339737,111
14,-174.58763711590393,6829.865737438202,59
15,-102.7852174895248,14263.197525024414,107
16,-144.78378882833184,8352.101547718048,70
17,-114.21795544873976,8376.187975406647,102
18,-283.8092563895178,14838.61117362976,105
19,-221.75267970983597,17538.527143478394,83
20,-115.40851009361845,13674.230470657349,97
21,-413.14076823778805,19114.708506584167,117
22,-137.9575870725982,6251.089226722717,64
23,-347.52247855725204,9651.665489196777,98
24,-274.97954555557016,14386.024555206299,107
25,-136.64368794585693,18579.239183425903,107
26,-52.52427472138551,16834.94960784912,120
27,-523.022567048306,13853.310625076294,109
28,-133.41257135474993,4319.883704185486,60
29,-241.37748195140185,18896.057586669922,101
30,-148.64910101272528,8973.192608833313,76
31,-292.0847412654091,12356.940845489502,100
32,-138.22101709701258,8746.445045471191,60
33,-230.26260020805125,12555.69560623169,107
34,-97.83763413468847,3938.2401447296143,62
35,-147.0063283065,20310.575123786926,120
36,-245.00501933024609,13012.27350139618,117
37,-128.5146222800161,5912.89982175827,73
38,-70.22086867954924,14131.227195739746,90
39,-109.2843357789661,9302.51078748703,88
40,-173.02543153058843,11707.917833805084,97
41,-139.67288160800922,9594.985662460327,89
42,-271.3592755464892,5438.813384056091,89
43,-124.68304355010106,10584.18475151062,71
44,-145.7214050450565,10608.632281303406,78
45,-297.0000929064036,9584.041209697723,112
46,-212.4539906143227,14001.363723754883,99
47,-417.1814095496345,14558.705011367798,102
48,-176.97224784736858,13534.047821998596,76
49,-140.98612133469112,13354.913074970245,104
50,-239.9997331953569,11050.475093841553,89
51,-202.36732442437102,8739.19158744812,106
52,-158.57657551533657,10648.168987751007,103
53,-89.38646299621007,12150.108543872833,93
54,-94.77833929508688,7515.59373664856,76
55,-27.18601844430158,12825.886370658875,107
56,-275.6069995757559,6048.631604194641,75
57,-100.08898822393598,13777.601769447327,84
58,-143.63654726313172,13030.47011756897,73
59,-159.44349181105747,12006.526071548462,98
60,-224.7135915811529,9138.682467460632,109
61,-29.951077982820394,12012.791704177856,91
62,-114.5785720243093,9464.950156211853,84
63,23.360971043965336,11826.407900810242,107
64,-129.15716247667396,10787.053345680237,104
65,-344.85272104519606,17397.58892059326,92
66,16.809458151816386,20015.708214759827,148
67,-76.23061805340348,6991.815787315369,63
68,-163.79524878584374,9916.78783750534,68
69,-354.2392159579106,11529.908917427063,122
70,-69.34431898550915,11104.573272228241,88
71,-178.27123555377193,12639.467410087585,85
72,-286.83248849472284,8763.928970336914,86
73,-203.69452789039326,7777.63006401062,87
74,-123.21721883291463,7897.906371116638,79
75,-81.67214980291898,10853.947474479675,101
76,-87.26618545539873,8583.197835922241,76
77,-106.56997231471979,8187.790811538696,77
78,-77.12229027949411,6544.716876983643,71
79,-177.26423605600542,12757.56666469574,128
80,-129.72820421175177,15101.46758556366,106
81,-155.83167994773868,7801.525332450867,70
82,-346.73596751198784,10079.69675064087,100
83,-125.69789051694434,5245.642008781433,96
