,Steps until goal,Reward_until_goal
0,34.0,-1724
1,40.0,-1545
2,46.0,-3925
3,80.0,-6574
4,65.0,-5180
5,62.0,-3599
6,76.0,-6186
7,71.0,-4390
8,86.0,-5358
9,30.0,-1322
10,59.0,-4336
11,48.0,-2733
12,65.0,-3958
13,28.0,-552
14,30.0,-2359
15,81.0,-5353
16,59.0,-3341
17,58.0,-2799
18,82.0,-6363
19,47.0,-2931
20,30.0,-1123
21,22.0,-1115
22,38.0,-1344
23,61.0,-4764
24,46.0,-3541
25,92.0,-4980
26,40.0,-3123
27,22.0,-1328
28,45.0,-3142
29,32.0,-2120
30,181.0,-12446
31,92.0,-5392
32,44.0,-3141
33,58.0,-2558
34,75.0,-5546
35,72.0,-4150
36,33.0,-2334
37,37.0,-2324
38,28.0,-2116
39,56.0,-4930
40,51.0,-2935
41,57.0,-4931
42,42.0,-3125
43,55.0,-2356
44,62.0,-3784
45,52.0,-2751
46,59.0,-2957
47,38.0,-1927
48,26.0,-536
49,58.0,-5131
50,77.0,-5747
51,47.0,-2533
52,43.0,-2330
53,185.0,-10872
54,126.0,-9392
55,78.0,-7141
56,79.0,-5166
57,20.0,-715
58,62.0,-2988
59,88.0,-5444
60,79.0,-5550
61,36.0,-1143
62,55.0,-2541
63,68.0,-3364
64,52.0,-2950
65,68.0,-4942
66,39.0,-2340
67,48.0,-2136
68,95.0,-7556
69,141.0,-11013
70,40.0,-2924
71,34.0,-3131
72,55.0,-3550
73,101.0,-5188
74,45.0,-1735
75,26.0,-1716
76,76.0,-4196
77,84.0,-4588
78,38.0,-2922
79,45.0,-2133
80,62.0,-4552
81,62.0,-4622
82,58.0,-2757
83,51.0,-3162
84,28.0,-737
85,117.0,-7976
86,36.0,-2351
87,56.0,-4134
88,77.0,-5192
89,109.0,-5409
90,51.0,-3148
91,80.0,-4755
92,66.0,-3774
93,38.0,-1131
94,166.0,-11890
95,128.0,-10047
96,119.0,-9385
97,35.0,-2137
98,68.0,-5340
99,42.0,-1931
100,128.0,-7603
101,62.0,-3770
102,51.0,-3134
103,43.0,-3723
104,36.0,-745
105,80.0,-4612
106,59.0,-3938
107,34.0,-530
108,24.0,-321
109,71.0,-5186
110,88.0,-6170
111,34.0,-1923
112,124.0,-8821
113,49.0,-3530
114,70.0,-5342
115,52.0,-3547
116,80.0,-3973
117,48.0,-1752
118,29.0,-2344
119,110.0,-6405
120,40.0,-3322
121,35.0,-2165
122,73.0,-3795
123,32.0,-1551
124,47.0,-5120
125,40.0,-2526
126,42.0,-2542
127,51.0,-2750
128,155.0,-12008
129,71.0,-5542
130,40.0,-2526
131,186.0,-14839
132,66.0,-4343
133,37.0,-2921
134,54.0,-2781
135,45.0,-3327
136,71.0,-5968
137,43.0,-1946
138,61.0,-4153
139,48.0,-2534
140,32.0,-1139
141,22.0,-518
142,124.0,-12560
143,26.0,-1119
144,36.0,-2124
145,64.0,-4582
146,89.0,-8957
147,41.0,-2527
148,31.0,-1124
149,99.0,-7033
150,34.0,-1923
151,64.0,-3943
152,30.0,-526
153,30.0,-1137
154,43.0,-2742
155,54.0,-3364
156,70.0,-4801
157,56.0,-3935
158,91.0,-6969
159,73.0,-6155
160,121.0,-9827
161,32.0,-1324
162,84.0,-5782
163,64.0,-4568
164,69.0,-4999
165,102.0,-4194
166,84.0,-8355
167,75.0,-4764
168,99.0,-8171
169,49.0,-4553
170,35.0,-1938
171,54.0,-4146
172,76.0,-7778
173,64.0,-5350
174,83.0,-3791
175,64.0,-3161
176,66.0,-3561
177,27.0,-1916
178,154.0,-8453
179,49.0,-2933
180,49.0,-3146
181,43.0,-2330
182,64.0,-5734
183,26.0,-934
184,86.0,-4988
185,68.0,-4558
186,38.0,-2922
187,66.0,-4769
188,40.0,-1559
189,78.0,-4568
