,Steps until goal,Reward_until_goal
0,55.0,-3138
1,44.0,-3340
2,81.0,-4557
3,70.0,-3565
4,127.0,-10032
5,50.0,-2948
6,38.0,-2140
7,35.0,-1739
8,44.0,-2331
9,105.0,-7381
10,33.0,-2121
11,59.0,-4336
12,39.0,-2354
13,135.0,-9984
14,67.0,-4941
15,156.0,-10431
16,45.0,-2730
17,46.0,-2347
18,24.0,-2112
19,88.0,-6369
20,83.0,-3805
21,80.0,-6958
22,39.0,-2326
23,59.0,-3369
24,60.0,-3555
25,51.0,-3731
26,44.0,-2942
27,64.0,-3786
28,95.0,-7158
29,106.0,-7595
30,24.0,-1927
31,90.0,-5561
32,84.0,-6962
33,83.0,-6748
34,42.0,-2528
35,29.0,-1733
36,35.0,-2137
37,82.0,-4387
38,92.0,-6401
39,53.0,-3761
40,28.0,-1746
41,53.0,-3150
42,100.0,-5826
43,60.0,-3555
44,54.0,-4331
45,102.0,-6980
46,55.0,-3337
47,24.0,-918
48,134.0,-8632
49,77.0,-5363
50,56.0,-4532
51,42.0,-1348
52,63.0,-4155
53,56.0,-4134
54,30.0,-1123
55,67.0,-4742
56,44.0,-3354
57,54.0,-2767
58,118.0,-7778
59,30.0,-2118
60,85.0,-3594
61,145.0,-10420
62,20.0,-1155
63,107.0,-7568
64,36.0,-1527
65,32.0,-727
66,148.0,-7836
67,40.0,-3521
68,41.0,-2555
69,58.0,-4164
70,68.0,-3563
71,79.0,-8947
72,92.0,-3629
73,41.0,-764
74,36.0,-1726
75,40.0,-1346
76,52.0,-3732
77,58.0,-3155
78,44.0,-2359
79,44.0,-2331
80,50.0,-3332
81,74.0,-3157
82,73.0,-3966
83,49.0,-2961
84,50.0,-3545
85,67.0,-4543
86,24.0,-1770
87,33.0,-1922
88,71.0,-5741
89,72.0,-2970
90,25.0,-1317
91,32.0,-2333
92,158.0,-8272
93,61.0,-5731
94,35.0,-2549
95,42.0,-2343
96,54.0,-2170
97,50.0,-4526
98,66.0,-3362
99,40.0,-2725
100,49.0,-3132
101,41.0,-1930
102,57.0,-3552
103,40.0,-2924
104,60.0,-3583
105,83.0,-6591
106,26.0,-920
107,43.0,-3140
108,56.0,-2357
109,56.0,-4333
110,61.0,-2987
111,123.0,-7015
112,158.0,-8059
113,30.0,-2132
114,47.0,-2177
115,32.0,-2120
116,30.0,-1720
117,79.0,-5379
118,85.0,-6764
119,33.0,-3116
120,37.0,-1926
121,38.0,-2922
122,48.0,-2150
123,131.0,-6639
124,61.0,-3570
125,30.0,-1521
126,58.0,-2586
127,40.0,-2753
128,51.0,-4157
129,54.0,-1957
130,67.0,-3604
131,35.0,-3118
132,56.0,-1760
133,143.0,-10872
134,63.0,-3970
135,42.0,-2727
136,163.0,-11646
137,83.0,-5355
138,32.0,-1736
139,38.0,-2922
140,42.0,-2329
141,111.0,-6207
142,68.0,-3961
143,59.0,-2758
144,75.0,-5162
145,64.0,-4938
146,50.0,-2152
147,146.0,-11402
148,38.0,-2737
149,106.0,-7183
150,147.0,-10195
151,38.0,-1529
152,108.0,-6375
153,26.0,-1147
154,57.0,-3339
155,79.0,-8151
156,28.0,-950
157,44.0,-1734
158,54.0,-1943
159,79.0,-4782
160,37.0,-1940
161,80.0,-5764
162,111.0,-8993
163,83.0,-2981
164,57.0,-3608
165,58.0,-3567
166,35.0,-2734
167,99.0,-5001
168,62.0,-4950
169,53.0,-4372
170,122.0,-7384
171,44.0,-2132
172,132.0,-9426
173,43.0,-2330
174,97.0,-5994
175,51.0,-3361
176,57.0,-3538
177,38.0,-2154
178,81.0,-5566
179,22.0,-916
180,44.0,-2530
181,51.0,-2551
182,88.0,-5999
183,28.0,-751
184,52.0,-3931
185,28.0,-1135
186,30.0,-725
187,68.0,-4216
188,34.0,-1539
189,62.0,-3344
190,99.0,-6195
191,57.0,-3751
192,74.0,-5161
193,45.0,-2360
194,84.0,-7360
195,40.0,-1531
196,94.0,-4427
197,52.0,-3931
198,44.0,-1947
199,162.0,-12483
200,16.0,-114
201,91.0,-7367
202,73.0,-4804
203,41.0,-1532
204,92.0,-4397
205,106.0,-8007
206,57.0,-3765
207,32.0,-1523
208,151.0,-13397
209,42.0,-1760
210,55.0,-3152
211,32.0,-1921
212,142.0,-11412
213,55.0,-3749
214,32.0,-1324
215,71.0,-6167
216,33.0,-2533
217,66.0,-4570
218,91.0,-7779
219,110.0,-6590
220,89.0,-5588
221,113.0,-6621
222,94.0,-3575
223,49.0,-2179
224,70.0,-3778
225,41.0,-2740
226,39.0,-2326
227,46.0,-2731
228,75.0,-2959
229,127.0,-7019
230,59.0,-5146
231,31.0,-1536
232,25.0,-1118
233,141.0,-8611
234,45.0,-1735
235,80.0,-5352
236,49.0,-3132
237,46.0,-4124
238,96.0,-5794
239,50.0,-4128
240,55.0,-3948
241,74.0,-2972
242,64.0,-4753
243,31.0,-2133
244,42.0,-1931
245,55.0,-3152
246,69.0,-3749
247,114.0,-7191
248,50.0,-3133
249,77.0,-5960
250,54.0,-3151
251,26.0,-735
252,71.0,-5769
253,75.0,-4167
254,188.0,-12666
255,28.0,-2116
256,51.0,-2551
257,98.0,-6592
258,196.0,-13058
259,124.0,-6604
260,59.0,-3739
261,69.0,-3550
262,38.0,-2922
263,95.0,-7556
264,68.0,-4558
265,40.0,-3322
266,82.0,-4586
267,65.0,-3560
268,84.0,-5370
269,78.0,-6160
270,39.0,-3136
271,67.0,-2553
272,79.0,-4555
273,30.0,-1322
274,46.0,-2930
275,69.0,-3962
276,42.0,-1732
277,84.0,-4389
278,87.0,-5984
279,75.0,-7138
280,80.0,-6588
281,57.0,-2344
282,107.0,-9160
283,55.0,-3138
284,93.0,-6601
285,62.0,-3941
286,87.0,-3994
287,63.0,-4368
288,104.0,-6811
289,107.0,-9160
290,23.0,-917
291,129.0,-9580
292,27.0,-1717
293,31.0,-1721
294,76.0,-4168
295,62.0,-5149
296,89.0,-5801
297,49.0,-3544
298,85.0,-5570
299,77.0,-6159
300,58.0,-5529
301,46.0,-2148
302,180.0,-13695
303,26.0,-1133
304,107.0,-8193
305,134.0,-7623
306,50.0,-2180
307,62.0,-1951
308,38.0,-2168
309,64.0,-6757
310,94.0,-5764
311,93.0,-5407
312,51.0,-2736
313,75.0,-3172
314,61.0,-5944
315,59.0,-4734
316,81.0,-5580
317,106.0,-7993
318,55.0,-2953
319,93.0,-5180
320,110.0,-5382
321,35.0,-1327
322,54.0,-2369
323,90.0,-4381
324,64.0,-4355
325,78.0,-4156
326,74.0,-3370
327,35.0,-730
328,63.0,-3359
329,39.0,-1757
330,117.0,-6398
331,77.0,-7538
332,64.0,-3957
333,81.0,-4386
334,114.0,-8385
335,164.0,-8833
336,40.0,-1545
337,80.0,-4158
338,78.0,-5392
339,111.0,-8780
340,64.0,-3346
341,42.0,-2727
342,61.0,-6129
343,69.0,-5554
344,52.0,-4144
345,61.0,-2959
346,43.0,-3126
347,34.0,-2520
348,34.0,-1127
349,56.0,-5328
350,48.0,-3330
351,176.0,-8887
352,37.0,-2352
353,68.0,-3549
354,45.0,-2730
355,30.0,-327
356,93.0,-5592
357,92.0,-8349
358,38.0,-2922
359,52.0,-3945
360,65.0,-2167
361,41.0,-2726
362,50.0,-2365
363,28.0,-1121
364,67.0,-3164
365,24.0,-520
366,89.0,-6171
367,58.0,-2174
368,49.0,-2947
369,55.0,-2356
370,130.0,-8429
371,50.0,-2536
372,82.0,-4614
373,42.0,-3537
374,59.0,-5146
375,101.0,-5799
376,42.0,-2542
377,29.0,-1733
378,68.0,-4956
379,66.0,-2608
380,99.0,-6167
381,61.0,-2561
382,70.0,-4148
383,74.0,-4763
384,105.0,-8376
385,77.0,-3373
386,165.0,-9445
387,159.0,-15423
388,60.0,-2745
389,65.0,-5152
390,47.0,-3528
391,84.0,-6166
392,62.0,-3969
393,21.0,-1313
394,66.0,-5153
395,62.0,-3756
396,58.0,-5131
397,86.0,-6367
398,69.0,-6151
399,212.0,-13130
400,60.0,-2944
401,81.0,-5964
402,58.0,-3354
403,120.0,-9599
404,46.0,-1551
405,46.0,-3925
406,97.0,-5638
407,59.0,-5146
408,26.0,-124
409,36.0,-1555
410,56.0,-3139
411,75.0,-4394
412,98.0,-5398
413,56.0,-2769
414,36.0,-1726
415,57.0,-4746
416,90.0,-6968
417,28.0,-1320
418,20.0,-1113
419,79.0,-4981
420,89.0,-5574
421,48.0,-1752
422,32.0,-2120
423,70.0,-3565
424,55.0,-2967
425,66.0,-3760
426,52.0,-3547
427,339.0,-26049
428,74.0,-4948
429,70.0,-4347
430,108.0,-7597
431,81.0,-4770
432,60.0,-4351
433,142.0,-9209
434,55.0,-2384
435,63.0,-3743
436,65.0,-3986
437,49.0,-3331
438,117.0,-8004
439,93.0,-4426
440,53.0,-2155
441,77.0,-3387
442,101.0,-6979
443,34.0,-1724
444,136.0,-9203
445,37.0,-2523
446,113.0,-8370
447,83.0,-7359
448,30.0,-1535
449,116.0,-7605
450,104.0,-5603
451,38.0,-761
452,50.0,-3929
453,79.0,-3843
454,55.0,-3152
455,75.0,-5148
456,43.0,-2728
457,52.0,-4528
458,61.0,-3769
459,75.0,-4551
460,49.0,-2137
461,34.0,-928
462,114.0,-8385
463,96.0,-6562
464,147.0,-10450
465,36.0,-3318
466,64.0,-3943
467,66.0,-4144
468,50.0,-1953
469,36.0,-2536
470,58.0,-2558
471,47.0,-1765
472,54.0,-3535
473,30.0,-1521
474,59.0,-4549
475,35.0,-1526
476,91.0,-6159
477,93.0,-7156
478,71.0,-4746
479,76.0,-4779
480,61.0,-4551
481,70.0,-2968
482,48.0,-3145
483,42.0,-3722
484,47.0,-1339
485,54.0,-3734
486,67.0,-4159
487,53.0,-2155
488,71.0,-7745
489,74.0,-4393
490,35.0,-1156
491,34.0,-2122
492,115.0,-5230
493,87.0,-7562
494,130.0,-10220
495,94.0,-9559
496,43.0,-2145
497,30.0,-1919
498,63.0,-3942
499,53.0,-2937
500,47.0,-2931
501,24.0,-1728
502,57.0,-3339
503,78.0,-6160
504,58.0,-1975
505,64.0,-4369
506,75.0,-4167
507,88.0,-4648
508,113.0,-9180
509,45.0,-1948
510,50.0,-3545
511,18.0,-912
512,78.0,-7340
513,49.0,-3146
514,32.0,-741
515,40.0,-2526
516,34.0,-1326
517,31.0,-2318
518,71.0,-5755
519,81.0,-5580
520,82.0,-6363
521,67.0,-4386
522,102.0,-7378
523,58.0,-2146
