,Steps until goal,Reward_until_goal
0,30.0,-1919
1,63.0,-5775
2,64.0,-5947
3,427.0,-40521
4,117.0,-9027
5,112.0,-10956
6,253.0,-19752
7,56.0,-5342
8,105.0,-7196
9,44.0,-2359
10,223.0,-14705
11,227.0,-11127
12,155.0,-10615
13,228.0,-16857
14,531.0,-32508
15,390.0,-29968
16,77.0,-6941
17,168.0,-12489
18,65.0,-3745
19,98.0,-4972
20,105.0,-9570
21,197.0,-14480
22,110.0,-5979
23,74.0,-3185
24,58.0,-3738
25,116.0,-7577
26,112.0,-7601
27,54.0,-2767
28,38.0,-2524
29,125.0,-7614
30,45.0,-2346
31,117.0,-7606
32,20.0,-715
33,75.0,-6555
34,132.0,-7436
35,31.0,-1948
36,36.0,-2522
37,117.0,-4834
38,25.0,-1715
39,42.0,-3153
40,76.0,-5547
41,40.0,-2128
42,40.0,-2540
43,72.0,-3951
44,88.0,-4990
45,28.0,-737
46,140.0,-6676
47,30.0,-1322
48,143.0,-9081
49,163.0,-7680
50,202.0,-15068
51,120.0,-9969
52,56.0,-3736
53,24.0,-1529
54,110.0,-8224
55,111.0,-5994
56,63.0,-5150
57,74.0,-5161
58,77.0,-5562
59,42.0,-1931
60,76.0,-2974
61,58.0,-3539
62,35.0,-1938
63,28.0,-1533
64,76.0,-5760
65,50.0,-3744
66,88.0,-7563
67,42.0,-2528
68,145.0,-8671
69,61.0,-5532
70,16.0,-711
71,95.0,-5594
72,32.0,-2134
73,144.0,-9794
74,56.0,-2769
75,50.0,-2166
76,89.0,-6796
77,38.0,-2922
78,24.0,-719
79,95.0,-5779
80,91.0,-4979
81,52.0,-2779
82,84.0,-2811
83,49.0,-3373
84,16.0,-910
85,41.0,-3138
86,41.0,-1148
87,83.0,-4388
88,50.0,-2735
89,22.0,-560
90,36.0,-2152
91,99.0,-7602
92,78.0,-4397
93,56.0,-4333
94,107.0,-4838
95,133.0,-6840
96,83.0,-5753
97,129.0,-8201
98,53.0,-4344
99,67.0,-3988
100,37.0,-2523
101,44.0,-2757
102,100.0,-5983
103,64.0,-4142
104,36.0,-1157
105,36.0,-1342
106,28.0,-950
107,152.0,-11251
108,97.0,-6165
109,118.0,-8644
110,42.0,-1575
111,28.0,-922
112,83.0,-4800
113,85.0,-4390
114,47.0,-1779
115,36.0,-2323
116,40.0,-1545
117,18.0,-912
118,43.0,-2543
119,61.0,-3357
120,39.0,-2553
121,50.0,-2564
122,64.0,-3601
123,72.0,-3780
124,66.0,-4940
125,45.0,-3341
126,86.0,-5798
127,75.0,-3968
128,88.0,-6568
129,64.0,-5336
130,48.0,-1752
131,56.0,-2570
132,100.0,-8200
133,93.0,-3644
134,124.0,-6831
135,24.0,-534
136,77.0,-4965
137,139.0,-10697
138,172.0,-11128
139,44.0,-2729
140,31.0,-2119
141,28.0,-2130
142,37.0,-2523
143,71.0,-3779
144,45.0,-2531
145,82.0,-4443
146,64.0,-2976
147,42.0,-1945
148,64.0,-3360
149,75.0,-5204
150,59.0,-3753
151,36.0,-1143
152,75.0,-2802
153,87.0,-5970
154,89.0,-6213
155,55.0,-3337
156,30.0,-1521
157,31.0,-2318
158,63.0,-3174
159,28.0,-1121
160,34.0,-1923
161,67.0,-4784
162,112.0,-8966
163,197.0,-12106
164,138.0,-11876
165,56.0,-2741
166,44.0,-952
167,24.0,-1330
168,33.0,-2121
169,20.0,-1326
170,37.0,-1940
171,56.0,-2556
172,28.0,-737
173,50.0,-2934
174,29.0,-1349
175,95.0,-5779
176,92.0,-5448
177,45.0,-2388
178,60.0,-4337
179,71.0,-5612
180,110.0,-6077
181,43.0,-2742
182,97.0,-6193
183,58.0,-3340
184,190.0,-9383
185,38.0,-1344
186,70.0,-1205
187,22.0,-518
188,64.0,-3999
189,75.0,-4167
190,70.0,-4574
191,74.0,-3796
192,52.0,-4343
193,106.0,-5874
194,52.0,-2765
195,53.0,-2937
196,70.0,-3806
197,83.0,-6790
198,97.0,-7771
199,52.0,-1742
200,70.0,-3963
201,56.0,-3352
202,60.0,-3185
203,36.0,-2138
204,50.0,-2934
205,103.0,-5190
206,77.0,-4951
207,153.0,-8480
208,135.0,-7069
209,32.0,-2319
210,36.0,-1754
211,73.0,-4989
212,28.0,-1931
213,84.0,-6365
214,61.0,-2589
215,36.0,-2379
216,30.0,-1350
217,30.0,-1336
218,85.0,-5399
219,92.0,-4467
220,149.0,-10211
221,39.0,-2326
222,48.0,-3173
223,80.0,-7356
224,102.0,-6240
225,77.0,-4410
226,77.0,-4553
227,34.0,-2136
228,59.0,-4165
229,89.0,-6213
230,83.0,-4999
231,55.0,-3351
232,122.0,-6403
233,82.0,-4785
234,127.0,-8908
235,68.0,-2994
236,50.0,-1953
237,56.0,-3778
238,24.0,-1316
239,121.0,-8790
240,42.0,-2542
241,32.0,-1324
242,99.0,-6778
243,120.0,-6684
244,38.0,-1173
245,55.0,-3934
246,48.0,-2946
247,129.0,-11996
248,32.0,-1736
249,121.0,-7893
250,46.0,-2958
251,69.0,-2967
252,92.0,-5179
253,34.0,-1539
254,56.0,-4731
255,120.0,-9201
256,56.0,-2584
257,158.0,-9892
258,18.0,-528
259,57.0,-5727
260,51.0,-3731
261,40.0,-1744
262,79.0,-5379
263,72.0,-4150
264,96.0,-7784
265,22.0,-532
266,91.0,-5789
267,175.0,-11047
268,26.0,-920
269,46.0,-2134
270,60.0,-4138
271,51.0,-4129
272,43.0,-3126
273,80.0,-4584
274,35.0,-1753
275,134.0,-7892
276,70.0,-4375
277,73.0,-4605
278,42.0,-4120
279,30.0,-1521
280,95.0,-6205
281,48.0,-1766
282,70.0,-5000
283,30.0,-2118
284,40.0,-1744
285,36.0,-1157
286,85.0,-5570
287,53.0,-3747
288,125.0,-8382
289,62.0,-5931
290,51.0,-4143
291,36.0,-1527
292,55.0,-2541
293,32.0,-2120
294,52.0,-3334
295,36.0,-1925
296,57.0,-3339
297,137.0,-8251
298,52.0,-2978
299,42.0,-2926
300,33.0,-2320
301,46.0,-1949
302,34.0,-1752
303,51.0,-2380
304,98.0,-5028
305,41.0,-2726
306,67.0,-3391
307,93.0,-6772
308,69.0,-4758
309,80.0,-7014
310,75.0,-5759
311,42.0,-3537
312,72.0,-5145
313,95.0,-5594
314,24.0,-1529
315,22.0,-1328
316,51.0,-4527
317,145.0,-9596
318,32.0,-1181
319,66.0,-3816
320,93.0,-6786
321,52.0,-2367
322,98.0,-5199
323,93.0,-5379
324,43.0,-1733
325,34.0,-2136
326,155.0,-8653
327,22.0,-759
328,46.0,-2375
329,54.0,-3549
330,50.0,-1342
331,141.0,-9222
332,91.0,-4979
333,82.0,-9334
334,96.0,-6817
335,108.0,-7000
336,39.0,-2340
337,87.0,-5572
338,28.0,-765
339,34.0,-1127
340,105.0,-6215
341,44.0,-2202
342,40.0,-1346
343,67.0,-2766
344,89.0,-3783
345,42.0,-2130
346,50.0,-2763
347,48.0,-2747
348,88.0,-4819
349,50.0,-2550
350,20.0,-729
351,65.0,-4412
352,66.0,-2992
353,64.0,-5549
354,43.0,-2557
355,64.0,-2379
356,44.0,-2572
357,87.0,-5202
358,145.0,-9851
359,93.0,-6800
360,52.0,-4727
361,62.0,-2562
362,39.0,-2581
363,42.0,-2741
364,68.0,-2980
365,137.0,-7200
366,49.0,-1554
367,119.0,-7507
368,153.0,-11451
369,71.0,-3636
370,82.0,-5567
371,65.0,-3560
372,54.0,-3165
373,25.0,-1118
374,44.0,-3141
375,80.0,-4427
376,54.0,-3336
377,35.0,-2151
378,88.0,-6568
379,130.0,-7989
380,109.0,-4882
381,98.0,-6634
382,73.0,-3795
383,35.0,-1924
384,85.0,-3849
385,44.0,-2345
386,32.0,-2319
387,52.0,-2538
388,46.0,-2333
389,38.0,-2538
390,47.0,-2959
391,54.0,-2341
392,21.0,-1910
393,105.0,-10565
394,78.0,-2791
395,74.0,-4962
396,35.0,-1924
397,40.0,-2341
398,74.0,-6753
399,54.0,-3549
400,34.0,-1525
401,72.0,-5599
402,64.0,-4341
403,54.0,-3549
404,97.0,-5680
405,64.0,-3758
406,64.0,-3147
407,62.0,-4154
408,61.0,-3769
409,55.0,-3948
410,40.0,-3123
411,62.0,-3372
412,88.0,-5957
413,26.0,-735
414,48.0,-3344
415,20.0,-317
416,57.0,-3011
417,45.0,-2531
418,46.0,-2190
419,32.0,-2333
420,116.0,-8387
421,52.0,-3931
422,32.0,-926
423,102.0,-6411
424,58.0,-2202
425,42.0,-2556
426,29.0,-1918
427,46.0,-1551
428,107.0,-5777
429,36.0,-944
430,61.0,-2774
431,76.0,-5348
432,50.0,-2379
