,Steps until goal,Reward_until_goal
0,53.0,-1970
1,48.0,-3330
2,50.0,-1143
3,118.0,-9625
4,50.0,-1583
5,60.0,-3384
6,37.0,-1940
7,73.0,-5544
8,36.0,-1328
9,105.0,-8219
10,81.0,-6348
11,67.0,-5353
12,56.0,-2954
13,66.0,-4769
14,34.0,-1155
15,43.0,-1747
16,56.0,-3537
17,35.0,-2720
18,24.0,-1145
19,42.0,-1931
20,62.0,-3173
21,68.0,-3392
22,84.0,-5356
23,49.0,-4525
24,40.0,-2327
25,34.0,-1923
26,91.0,-4979
27,91.0,-6187
28,62.0,-3557
29,37.0,-2722
30,75.0,-4764
31,63.0,-3743
32,73.0,-6738
33,82.0,-6946
34,74.0,-3995
35,98.0,-6819
36,57.0,-3964
37,47.0,-1936
38,85.0,-4973
39,69.0,-3180
40,43.0,-2529
41,24.0,-918
42,119.0,-6271
43,86.0,-5770
44,91.0,-4808
45,58.0,-3340
46,36.0,-1726
47,92.0,-8178
48,39.0,-3335
49,64.0,-1597
50,38.0,-1927
51,74.0,-4379
52,48.0,-3728
53,60.0,-3939
54,192.0,-14646
55,79.0,-4171
56,56.0,-3935
57,65.0,-5138
58,65.0,-3944
59,58.0,-3539
60,54.0,-3961
61,44.0,-3127
62,85.0,-4247
63,52.0,-3334
64,34.0,-942
65,47.0,-3357
66,24.0,-918
67,74.0,-5573
68,73.0,-3582
69,40.0,-2327
70,60.0,-3398
71,40.0,-3123
72,52.0,-3561
73,31.0,-1124
74,92.0,-4397
75,132.0,-8005
76,66.0,-3561
77,55.0,-5540
78,54.0,-2540
79,40.0,-1559
80,116.0,-9993
81,62.0,-4011
82,39.0,-1544
83,61.0,-4736
84,67.0,-4955
85,110.0,-8807
86,79.0,-4555
87,31.0,-1351
88,38.0,-2737
89,113.0,-9180
90,45.0,-3725
91,67.0,-2951
92,130.0,-9609
93,48.0,-3728
94,30.0,-1336
95,55.0,-4147
96,104.0,-7195
97,75.0,-3783
98,63.0,-3572
99,60.0,-3995
100,28.0,-325
101,52.0,-4528
102,59.0,-4151
103,69.0,-3962
104,26.0,-1318
105,37.0,-2523
106,96.0,-5211
107,37.0,-2125
108,107.0,-5180
109,42.0,-1135
110,41.0,-1930
111,66.0,-6134
112,54.0,-2554
113,54.0,-3947
114,86.0,-4761
115,62.0,-3016
116,74.0,-4550
117,46.0,-2745
118,140.0,-10216
119,26.0,-920
120,69.0,-5540
121,97.0,-5795
122,44.0,-2530
123,63.0,-4937
124,109.0,-7598
125,58.0,-3951
126,32.0,-1324
127,44.0,-1933
128,39.0,-1558
129,97.0,-5994
130,89.0,-4792
131,75.0,-3612
132,90.0,-5760
133,101.0,-5586
134,67.0,-3761
135,99.0,-7162
136,128.0,-9394
137,53.0,-4543
138,71.0,-5556
139,46.0,-2532
140,120.0,-5406
141,51.0,-3333
142,42.0,-3324
143,86.0,-4178
144,75.0,-4153
145,78.0,-3402
146,59.0,-4151
147,50.0,-2934
148,32.0,-1324
149,189.0,-17429
150,48.0,-2349
151,64.0,-4156
152,97.0,-7202
153,43.0,-3126
154,127.0,-8028
155,103.0,-7180
156,57.0,-3936
157,40.0,-1772
158,35.0,-1128
159,53.0,-3178
160,80.0,-3163
161,133.0,-8418
162,56.0,-1945
163,61.0,-4551
164,40.0,-2526
165,30.0,-1549
166,62.0,-3941
167,24.0,-520
168,64.0,-3985
169,111.0,-5638
170,44.0,-3340
171,30.0,-2118
172,77.0,-4197
173,45.0,-1735
174,102.0,-7776
175,50.0,-2749
176,38.0,-1543
177,59.0,-4151
178,126.0,-7800
179,75.0,-6754
180,58.0,-3141
181,43.0,-2145
182,48.0,-2747
183,67.0,-5538
184,113.0,-8028
185,53.0,-3150
186,42.0,-2556
187,108.0,-7426
188,49.0,-1554
189,71.0,-5385
190,55.0,-3550
191,50.0,-4128
192,27.0,-1319
193,96.0,-6817
194,46.0,-2333
195,34.0,-2335
196,26.0,-721
197,102.0,-7364
198,53.0,-2539
199,28.0,-1121
200,83.0,-3009
201,91.0,-6400
202,148.0,-11802
203,86.0,-5173
204,54.0,-1545
205,53.0,-3946
206,90.0,-6954
207,46.0,-2532
208,59.0,-4336
209,82.0,-3577
